station_id;available_bikes;available_ebikes;free_stands;status;updated
41205;0;8;12;Operative;2020-03-09 01:05:09
41206;1;0;33;Operative;2020-03-09 01:05:09
20002;3;4;8;Operative;2020-03-09 01:05:09
7001;3;5;21;Operative;2020-03-09 01:05:09
11038;33;0;12;Operative;2020-03-09 01:05:09
11039;4;3;29;Operative;2020-03-09 01:05:09
7003;9;3;45;Operative;2020-03-09 01:05:09
7002;3;7;24;Operative;2020-03-09 01:05:09
7005;26;8;18;Operative;2020-03-09 01:05:09
21401;1;2;30;Operative;2020-03-09 01:05:09
21402;0;2;25;Operative;2020-03-09 01:05:09
21403;1;4;9;Operative;2020-03-09 01:05:09
9023;2;1;30;Operative;2020-03-09 01:05:09
20008;7;9;16;Operative;2020-03-09 01:05:09
10201;1;1;22;Operative;2020-03-09 01:05:09
20043;14;2;10;Operative;2020-03-09 01:05:09
20042;1;5;34;Operative;2020-03-09 01:05:09
20040;5;6;15;Operative;2020-03-09 01:05:09
20047;4;0;44;Operative;2020-03-09 01:05:09
20045;14;2;14;Operative;2020-03-09 01:05:09
20044;0;2;26;Operative;2020-03-09 01:05:09
20048;3;2;23;Operative;2020-03-09 01:05:09
1120;4;1;22;Operative;2020-03-09 01:05:09
1122;0;0;0;Close;2020-03-09 01:05:09
15108;18;3;0;Operative;2020-03-09 01:05:09
15109;9;5;15;Operative;2020-03-09 01:05:09
15106;7;10;18;Operative;2020-03-09 01:05:09
15107;14;3;5;Operative;2020-03-09 01:05:09
15104;6;4;53;Operative;2020-03-09 01:05:09
15105;8;7;10;Operative;2020-03-09 01:05:09
15102;6;1;17;Operative;2020-03-09 01:05:09
15103;19;11;21;Operative;2020-03-09 01:05:09
1018;12;3;6;Operative;2020-03-09 01:05:09
1014;0;0;24;Operative;2020-03-09 01:05:09
1015;2;4;13;Operative;2020-03-09 01:05:09
1016;4;5;16;Operative;2020-03-09 01:05:09
1017;0;4;16;Operative;2020-03-09 01:05:09
1012;2;1;19;Operative;2020-03-09 01:05:09
1013;2;4;61;Operative;2020-03-09 01:05:09
8040;2;2;27;Operative;2020-03-09 01:05:09
31009;0;3;23;Operative;2020-03-09 01:05:09
8045;36;12;9;Operative;2020-03-09 01:05:09
8046;9;4;19;Operative;2020-03-09 01:05:09
31005;5;6;33;Operative;2020-03-09 01:05:09
8049;1;1;20;Operative;2020-03-09 01:05:09
31007;2;10;37;Operative;2020-03-09 01:05:09
31001;6;6;15;Operative;2020-03-09 01:05:09
31003;1;15;14;Operative;2020-03-09 01:05:09
11003;8;3;23;Operative;2020-03-09 01:05:09
11002;9;2;12;Operative;2020-03-09 01:05:09
15038;11;2;50;Operative;2020-03-09 01:05:09
15039;3;3;6;Operative;2020-03-09 01:05:09
11007;45;8;10;Operative;2020-03-09 01:05:09
11006;29;6;1;Operative;2020-03-09 01:05:09
11004;15;11;8;Operative;2020-03-09 01:05:09
15032;14;5;37;Operative;2020-03-09 01:05:09
15033;8;8;14;Operative;2020-03-09 01:05:09
11009;2;2;19;Operative;2020-03-09 01:05:09
15031;19;9;25;Operative;2020-03-09 01:05:09
15036;13;3;31;Operative;2020-03-09 01:05:09
15034;21;4;28;Operative;2020-03-09 01:05:09
15035;4;6;33;Operative;2020-03-09 01:05:09
47004;4;15;2;Operative;2020-03-09 01:05:09
47005;9;10;17;Operative;2020-03-09 01:05:09
47006;11;5;0;Operative;2020-03-09 01:05:09
47007;5;3;12;Operative;2020-03-09 01:05:09
47001;25;10;11;Operative;2020-03-09 01:05:09
47002;10;9;2;Operative;2020-03-09 01:05:09
47003;9;9;2;Operative;2020-03-09 01:05:09
19111;4;2;34;Operative;2020-03-09 01:05:09
19110;10;4;16;Operative;2020-03-09 01:05:09
19113;0;2;25;Operative;2020-03-09 01:05:09
19115;6;0;20;Operative;2020-03-09 01:05:09
19114;0;5;15;Operative;2020-03-09 01:05:09
19117;10;4;16;Operative;2020-03-09 01:05:09
27006;0;0;22;Work in progress;2020-03-09 01:05:09
19118;0;5;17;Operative;2020-03-09 01:05:09
27004;8;3;17;Operative;2020-03-09 01:05:09
27005;6;8;6;Operative;2020-03-09 01:05:09
27002;6;18;6;Operative;2020-03-09 01:05:09
27001;6;2;12;Operative;2020-03-09 01:05:09
16108;0;2;36;Operative;2020-03-09 01:05:09
16103;2;1;19;Operative;2020-03-09 01:05:09
16102;3;1;23;Operative;2020-03-09 01:05:09
16101;0;0;31;Close;2020-03-09 01:05:09
16107;0;7;28;Operative;2020-03-09 01:05:09
16105;1;1;28;Operative;2020-03-09 01:05:09
16104;0;0;35;Operative;2020-03-09 01:05:09
19029;5;3;11;Operative;2020-03-09 01:05:09
16039;16;5;27;Operative;2020-03-09 01:05:09
16038;9;6;19;Operative;2020-03-09 01:05:09
19025;0;0;21;Operative;2020-03-09 01:05:09
19024;0;0;20;Operative;2020-03-09 01:05:09
19027;1;4;13;Operative;2020-03-09 01:05:09
19026;0;2;15;Operative;2020-03-09 01:05:09
19021;2;9;16;Operative;2020-03-09 01:05:09
16032;0;2;19;Operative;2020-03-09 01:05:09
16031;2;4;15;Operative;2020-03-09 01:05:09
16030;38;9;8;Operative;2020-03-09 01:05:09
42018;3;3;25;Operative;2020-03-09 01:05:09
42019;17;13;13;Operative;2020-03-09 01:05:09
43010;6;9;10;Operative;2020-03-09 01:05:09
42010;11;2;40;Operative;2020-03-09 01:05:09
42011;24;5;0;Operative;2020-03-09 01:05:09
42014;20;5;7;Operative;2020-03-09 01:05:09
42015;3;5;17;Operative;2020-03-09 01:05:09
42016;3;12;12;Operative;2020-03-09 01:05:09
42304;18;3;3;Operative;2020-03-09 01:05:09
42305;2;18;0;Operative;2020-03-09 01:05:09
42301;4;9;13;Operative;2020-03-09 01:05:09
42302;2;1;19;Operative;2020-03-09 01:05:09
42303;9;9;2;Operative;2020-03-09 01:05:09
41301;22;14;14;Operative;2020-03-09 01:05:09
41303;20;9;3;Operative;2020-03-09 01:05:09
41302;4;9;36;Operative;2020-03-09 01:05:09
9014;24;3;8;Operative;2020-03-09 01:05:09
9015;16;1;15;Operative;2020-03-09 01:05:09
9016;6;6;5;Operative;2020-03-09 01:05:09
9017;0;4;25;Operative;2020-03-09 01:05:09
9010;18;2;4;Operative;2020-03-09 01:05:09
9011;9;7;4;Operative;2020-03-09 01:05:09
9012;16;5;9;Operative;2020-03-09 01:05:09
9013;8;0;16;Operative;2020-03-09 01:05:09
9019;3;1;14;Operative;2020-03-09 01:05:09
21505;1;8;15;Operative;2020-03-09 01:05:09
21507;1;0;19;Operative;2020-03-09 01:05:09
21506;1;3;18;Operative;2020-03-09 01:05:09
21501;14;3;35;Operative;2020-03-09 01:05:09
21502;6;10;10;Operative;2020-03-09 01:05:09
15133;0;0;0;Work in progress;2020-03-09 01:05:09
15132;4;4;13;Operative;2020-03-09 01:05:09
15131;11;3;16;Operative;2020-03-09 01:05:09
18026;14;10;10;Operative;2020-03-09 01:05:09
11046;4;0;14;Operative;2020-03-09 01:05:09
3012;9;2;14;Operative;2020-03-09 01:05:09
3010;3;4;14;Operative;2020-03-09 01:05:09
3011;20;8;3;Operative;2020-03-09 01:05:09
11044;9;4;7;Operative;2020-03-09 01:05:09
1008;17;2;13;Operative;2020-03-09 01:05:09
1007;3;0;13;Operative;2020-03-09 01:05:09
1006;6;4;23;Operative;2020-03-09 01:05:09
1003;18;13;12;Operative;2020-03-09 01:05:09
1002;1;0;21;Operative;2020-03-09 01:05:09
1001;0;0;17;Operative;2020-03-09 01:05:09
18023;17;8;10;Operative;2020-03-09 01:05:09
8053;3;1;24;Operative;2020-03-09 01:05:09
8052;2;4;23;Operative;2020-03-09 01:05:09
8051;3;1;11;Operative;2020-03-09 01:05:09
8050;5;3;25;Operative;2020-03-09 01:05:09
8057;1;0;32;Operative;2020-03-09 01:05:09
11041;27;3;13;Operative;2020-03-09 01:05:09
31018;11;6;16;Operative;2020-03-09 01:05:09
31019;8;5;25;Operative;2020-03-09 01:05:09
31016;1;1;32;Operative;2020-03-09 01:05:09
31017;0;2;18;Operative;2020-03-09 01:05:09
18021;13;4;4;Operative;2020-03-09 01:05:09
31012;8;9;8;Operative;2020-03-09 01:05:09
31013;0;6;39;Operative;2020-03-09 01:05:09
31010;5;3;34;Operative;2020-03-09 01:05:09
15006;3;2;33;Operative;2020-03-09 01:05:09
15005;1;0;42;Operative;2020-03-09 01:05:09
15004;1;0;20;Operative;2020-03-09 01:05:09
15003;0;0;66;Close;2020-03-09 01:05:09
15002;0;0;17;Operative;2020-03-09 01:05:09
15001;0;1;42;Operative;2020-03-09 01:05:09
15009;14;4;28;Operative;2020-03-09 01:05:09
15008;11;2;49;Operative;2020-03-09 01:05:09
11018;2;7;29;Operative;2020-03-09 01:05:09
11019;7;9;15;Operative;2020-03-09 01:05:09
11014;2;3;42;Operative;2020-03-09 01:05:09
11016;2;9;37;Operative;2020-03-09 01:05:09
11017;1;3;43;Operative;2020-03-09 01:05:09
11010;12;6;25;Operative;2020-03-09 01:05:09
11011;16;8;1;Operative;2020-03-09 01:05:09
11012;6;5;23;Operative;2020-03-09 01:05:09
23011;5;3;17;Operative;2020-03-09 01:05:09
23010;2;2;23;Operative;2020-03-09 01:05:09
11048;20;5;18;Operative;2020-03-09 01:05:09
19102;2;4;11;Operative;2020-03-09 01:05:09
19103;3;6;10;Operative;2020-03-09 01:05:09
15311;1;1;28;Operative;2020-03-09 01:05:09
19101;0;0;24;Operative;2020-03-09 01:05:09
19105;7;6;4;Operative;2020-03-09 01:05:09
19108;3;5;29;Operative;2020-03-09 01:05:09
19109;4;3;12;Operative;2020-03-09 01:05:09
32602;1;3;42;Operative;2020-03-09 01:05:09
32603;1;2;28;Operative;2020-03-09 01:05:09
32601;1;2;36;Operative;2020-03-09 01:05:09
32604;0;4;46;Operative;2020-03-09 01:05:09
16029;39;2;6;Operative;2020-03-09 01:05:09
19038;0;1;19;Operative;2020-03-09 01:05:09
19039;0;2;22;Operative;2020-03-09 01:05:09
16020;1;4;31;Operative;2020-03-09 01:05:09
19037;1;3;28;Operative;2020-03-09 01:05:09
19034;0;0;48;Work in progress;2020-03-09 01:05:09
16023;2;2;29;Operative;2020-03-09 01:05:09
19032;3;13;32;Operative;2020-03-09 01:05:09
19033;10;6;27;Operative;2020-03-09 01:05:09
19030;6;15;7;Operative;2020-03-09 01:05:09
16027;3;4;55;Operative;2020-03-09 01:05:09
12043;20;7;13;Operative;2020-03-09 01:05:09
12040;10;9;48;Operative;2020-03-09 01:05:09
12041;34;14;12;Operative;2020-03-09 01:05:09
43001;6;8;8;Operative;2020-03-09 01:05:09
43002;8;6;11;Operative;2020-03-09 01:05:09
43003;14;8;4;Operative;2020-03-09 01:05:09
43004;8;6;11;Operative;2020-03-09 01:05:09
43005;9;13;29;Operative;2020-03-09 01:05:09
43006;4;12;13;Operative;2020-03-09 01:05:09
43007;9;2;16;Operative;2020-03-09 01:05:09
43008;8;4;13;Operative;2020-03-09 01:05:09
43009;24;7;19;Operative;2020-03-09 01:05:09
16115;0;2;40;Operative;2020-03-09 01:05:09
16116;10;2;18;Operative;2020-03-09 01:05:09
16110;2;5;14;Operative;2020-03-09 01:05:09
16111;0;2;31;Operative;2020-03-09 01:05:09
16112;0;5;31;Operative;2020-03-09 01:05:09
16118;5;5;16;Operative;2020-03-09 01:05:09
42209;11;4;2;Operative;2020-03-09 01:05:09
42205;13;15;7;Operative;2020-03-09 01:05:09
42207;7;4;26;Operative;2020-03-09 01:05:09
41404;11;4;11;Operative;2020-03-09 01:05:09
41405;5;6;13;Operative;2020-03-09 01:05:09
41402;10;3;12;Operative;2020-03-09 01:05:09
41403;10;10;0;Operative;2020-03-09 01:05:09
41401;13;11;3;Operative;2020-03-09 01:05:09
20119;0;2;23;Operative;2020-03-09 01:05:09
20118;2;6;16;Operative;2020-03-09 01:05:09
20115;7;2;11;Operative;2020-03-09 01:05:09
20117;1;2;30;Operative;2020-03-09 01:05:09
20116;6;3;13;Operative;2020-03-09 01:05:09
20111;0;2;17;Operative;2020-03-09 01:05:09
20110;0;1;19;Operative;2020-03-09 01:05:09
20113;2;4;15;Operative;2020-03-09 01:05:09
20112;0;1;21;Operative;2020-03-09 01:05:09
48009;0;5;25;Operative;2020-03-09 01:05:09
9006;1;1;14;Operative;2020-03-09 01:05:09
9005;0;1;32;Operative;2020-03-09 01:05:09
7020;23;4;14;Operative;2020-03-09 01:05:09
9002;2;2;10;Operative;2020-03-09 01:05:09
9001;10;7;0;Operative;2020-03-09 01:05:09
7024;19;7;5;Operative;2020-03-09 01:05:09
48003;0;1;21;Operative;2020-03-09 01:05:09
48002;7;2;28;Operative;2020-03-09 01:05:09
48005;0;2;21;Operative;2020-03-09 01:05:09
48004;1;5;14;Operative;2020-03-09 01:05:09
9009;7;3;10;Operative;2020-03-09 01:05:09
9008;1;4;12;Operative;2020-03-09 01:05:09
20029;0;1;22;Operative;2020-03-09 01:05:09
9007;5;5;10;Operative;2020-03-09 01:05:09
48008;0;3;27;Operative;2020-03-09 01:05:09
20021;9;6;23;Operative;2020-03-09 01:05:09
20020;12;6;11;Operative;2020-03-09 01:05:09
20023;9;6;0;Operative;2020-03-09 01:05:09
20022;9;11;13;Operative;2020-03-09 01:05:09
20024;0;4;25;Operative;2020-03-09 01:05:09
20027;0;2;13;Operative;2020-03-09 01:05:09
20026;1;2;32;Operative;2020-03-09 01:05:09
9004;2;0;19;Operative;2020-03-09 01:05:09
44101;14;10;14;Operative;2020-03-09 01:05:09
44102;4;11;11;Operative;2020-03-09 01:05:09
44103;11;1;6;Operative;2020-03-09 01:05:09
7026;12;2;11;Operative;2020-03-09 01:05:09
15125;31;2;19;Operative;2020-03-09 01:05:09
15126;17;3;30;Operative;2020-03-09 01:05:09
15127;21;11;5;Operative;2020-03-09 01:05:09
15120;6;3;20;Operative;2020-03-09 01:05:09
7025;22;3;8;Operative;2020-03-09 01:05:09
15122;2;6;18;Operative;2020-03-09 01:05:09
15123;3;6;35;Operative;2020-03-09 01:05:09
15128;12;5;18;Operative;2020-03-09 01:05:09
15129;3;3;34;Operative;2020-03-09 01:05:09
3005;10;8;12;Operative;2020-03-09 01:05:09
3004;2;0;16;Operative;2020-03-09 01:05:09
3007;4;5;19;Operative;2020-03-09 01:05:09
3006;5;0;27;Operative;2020-03-09 01:05:09
3001;43;4;3;Operative;2020-03-09 01:05:09
3003;17;5;7;Operative;2020-03-09 01:05:09
3002;8;6;3;Operative;2020-03-09 01:05:09
3009;11;2;6;Operative;2020-03-09 01:05:09
3008;6;3;27;Operative;2020-03-09 01:05:09
9106;2;2;10;Operative;2020-03-09 01:05:09
48007;0;5;25;Operative;2020-03-09 01:05:09
48006;0;2;18;Operative;2020-03-09 01:05:09
31023;0;3;31;Operative;2020-03-09 01:05:09
31022;1;1;50;Operative;2020-03-09 01:05:09
31021;0;8;22;Operative;2020-03-09 01:05:09
31020;1;5;28;Operative;2020-03-09 01:05:09
31027;4;3;21;Operative;2020-03-09 01:05:09
31026;2;2;16;Operative;2020-03-09 01:05:09
31025;0;6;29;Operative;2020-03-09 01:05:09
31024;0;4;34;Operative;2020-03-09 01:05:09
15010;29;5;25;Operative;2020-03-09 01:05:09
15011;13;4;46;Operative;2020-03-09 01:05:09
15012;11;5;50;Operative;2020-03-09 01:05:09
15013;7;7;17;Operative;2020-03-09 01:05:09
15014;1;0;33;Operative;2020-03-09 01:05:09
15017;0;1;22;Operative;2020-03-09 01:05:09
15018;3;8;45;Operative;2020-03-09 01:05:09
15019;2;3;34;Operative;2020-03-09 01:05:09
23002;12;6;32;Operative;2020-03-09 01:05:09
23003;6;7;15;Operative;2020-03-09 01:05:09
23001;7;5;27;Operative;2020-03-09 01:05:09
23006;10;6;9;Operative;2020-03-09 01:05:09
23007;22;4;1;Operative;2020-03-09 01:05:09
23004;3;4;29;Operative;2020-03-09 01:05:09
23005;13;5;8;Operative;2020-03-09 01:05:09
23008;5;5;16;Operative;2020-03-09 01:05:09
23009;20;4;26;Operative;2020-03-09 01:05:09
22604;3;3;28;Operative;2020-03-09 01:05:09
22603;0;0;35;Operative;2020-03-09 01:05:09
22601;3;6;13;Operative;2020-03-09 01:05:09
51003;2;9;18;Operative;2020-03-09 01:05:09
51002;12;6;7;Operative;2020-03-09 01:05:09
51001;0;4;36;Operative;2020-03-09 01:05:09
19130;0;0;26;Work in progress;2020-03-09 01:05:09
19009;8;2;20;Operative;2020-03-09 01:05:09
19008;14;7;5;Operative;2020-03-09 01:05:09
19003;9;6;9;Operative;2020-03-09 01:05:09
19002;3;3;35;Operative;2020-03-09 01:05:09
19001;11;6;39;Operative;2020-03-09 01:05:09
19007;16;8;6;Operative;2020-03-09 01:05:09
19006;12;3;40;Operative;2020-03-09 01:05:09
19005;5;7;9;Operative;2020-03-09 01:05:09
19004;2;3;11;Operative;2020-03-09 01:05:09
14008;5;4;30;Operative;2020-03-09 01:05:09
5012;0;3;13;Operative;2020-03-09 01:05:09
5014;7;4;17;Operative;2020-03-09 01:05:09
5015;4;7;52;Operative;2020-03-09 01:05:09
5016;0;3;14;Operative;2020-03-09 01:05:09
20143;3;7;34;Operative;2020-03-09 01:05:09
5018;16;4;17;Operative;2020-03-09 01:05:09
5019;6;3;16;Operative;2020-03-09 01:05:09
21219;7;7;22;Operative;2020-03-09 01:05:09
21213;3;9;13;Operative;2020-03-09 01:05:09
21212;3;6;13;Operative;2020-03-09 01:05:09
21215;0;0;0;Work in progress;2020-03-09 01:05:09
21217;5;15;6;Operative;2020-03-09 01:05:09
21216;0;5;20;Operative;2020-03-09 01:05:09
10004;20;2;24;Operative;2020-03-09 01:05:09
10039;3;7;15;Operative;2020-03-09 01:05:09
10038;3;4;20;Operative;2020-03-09 01:05:09
20108;1;2;20;Operative;2020-03-09 01:05:09
20109;1;1;19;Operative;2020-03-09 01:05:09
20106;0;1;26;Operative;2020-03-09 01:05:09
10034;5;5;11;Operative;2020-03-09 01:05:09
20104;6;6;10;Operative;2020-03-09 01:05:09
20105;1;2;27;Operative;2020-03-09 01:05:09
10031;5;6;26;Operative;2020-03-09 01:05:09
20103;3;5;17;Operative;2020-03-09 01:05:09
5122;0;0;0;Work in progress;2020-03-09 01:05:09
10032;3;1;27;Operative;2020-03-09 01:05:09
44009;0;0;49;Work in progress;2020-03-09 01:05:09
44008;1;10;22;Operative;2020-03-09 01:05:09
44005;12;4;6;Operative;2020-03-09 01:05:09
44004;11;10;7;Operative;2020-03-09 01:05:09
44007;5;2;14;Operative;2020-03-09 01:05:09
44006;7;13;15;Operative;2020-03-09 01:05:09
44001;0;0;30;Work in progress;2020-03-09 01:05:09
44003;3;2;15;Operative;2020-03-09 01:05:09
44002;19;5;2;Operative;2020-03-09 01:05:09
9032;1;8;27;Operative;2020-03-09 01:05:09
9031;10;1;14;Operative;2020-03-09 01:05:09
9036;5;4;11;Operative;2020-03-09 01:05:09
9037;7;8;9;Operative;2020-03-09 01:05:09
9034;11;5;6;Operative;2020-03-09 01:05:09
9035;2;1;41;Operative;2020-03-09 01:05:09
48012;0;0;26;Work in progress;2020-03-09 01:05:09
7017;4;5;31;Operative;2020-03-09 01:05:09
9038;0;2;25;Operative;2020-03-09 01:05:09
9039;16;0;12;Operative;2020-03-09 01:05:09
7012;19;3;4;Operative;2020-03-09 01:05:09
7013;11;1;29;Operative;2020-03-09 01:05:09
7010;12;5;47;Operative;2020-03-09 01:05:09
7011;11;2;8;Operative;2020-03-09 01:05:09
24003;1;1;26;Operative;2020-03-09 01:05:09
24002;5;5;26;Operative;2020-03-09 01:05:09
24001;1;3;24;Operative;2020-03-09 01:05:09
20039;3;5;42;Operative;2020-03-09 01:05:09
24007;7;9;5;Operative;2020-03-09 01:05:09
24006;5;12;23;Operative;2020-03-09 01:05:09
24005;3;1;29;Operative;2020-03-09 01:05:09
24004;8;5;22;Operative;2020-03-09 01:05:09
20032;2;3;7;Operative;2020-03-09 01:05:09
20033;3;3;27;Operative;2020-03-09 01:05:09
20030;2;8;46;Operative;2020-03-09 01:05:09
20036;1;2;16;Operative;2020-03-09 01:05:09
20037;0;4;20;Operative;2020-03-09 01:05:09
20034;0;3;21;Operative;2020-03-09 01:05:09
20035;0;2;23;Operative;2020-03-09 01:05:09
13126;7;3;8;Operative;2020-03-09 01:05:09
13124;0;0;0;Work in progress;2020-03-09 01:05:09
13125;14;3;38;Operative;2020-03-09 01:05:09
13122;4;3;16;Operative;2020-03-09 01:05:09
13123;21;9;12;Operative;2020-03-09 01:05:09
13120;3;14;1;Operative;2020-03-09 01:05:09
13121;33;6;9;Operative;2020-03-09 01:05:09
13128;0;0;0;Work in progress;2020-03-09 01:05:09
1025;5;2;11;Operative;2020-03-09 01:05:09
1024;11;2;8;Operative;2020-03-09 01:05:09
31701;2;11;15;Operative;2020-03-09 01:05:09
1021;11;4;5;Operative;2020-03-09 01:05:09
1020;2;9;29;Operative;2020-03-09 01:05:09
1023;1;3;18;Operative;2020-03-09 01:05:09
1022;2;1;34;Operative;2020-03-09 01:05:09
31708;0;2;20;Operative;2020-03-09 01:05:09
31709;3;7;12;Operative;2020-03-09 01:05:09
23103;1;3;24;Operative;2020-03-09 01:05:09
23102;6;2;24;Operative;2020-03-09 01:05:09
23101;1;2;22;Operative;2020-03-09 01:05:09
18035;11;5;21;Operative;2020-03-09 01:05:09
18034;6;4;22;Operative;2020-03-09 01:05:09
18031;18;2;26;Operative;2020-03-09 01:05:09
18030;16;12;9;Operative;2020-03-09 01:05:09
18033;10;8;16;Operative;2020-03-09 01:05:09
18032;6;9;41;Operative;2020-03-09 01:05:09
18039;0;3;17;Operative;2020-03-09 01:05:09
18038;14;18;18;Operative;2020-03-09 01:05:09
12165;0;0;0;Work in progress;2020-03-09 01:05:09
2003;7;1;24;Operative;2020-03-09 01:05:09
3101;5;3;27;Operative;2020-03-09 01:05:09
3102;18;5;19;Operative;2020-03-09 01:05:09
2001;12;2;16;Operative;2020-03-09 01:05:09
1117;4;2;21;Operative;2020-03-09 01:05:09
1116;11;1;15;Operative;2020-03-09 01:05:09
1119;9;5;9;Operative;2020-03-09 01:05:09
12161;19;4;21;Operative;2020-03-09 01:05:09
12163;0;0;0;Work in progress;2020-03-09 01:05:09
19128;11;7;11;Operative;2020-03-09 01:05:09
19129;1;4;23;Operative;2020-03-09 01:05:09
19120;0;2;25;Operative;2020-03-09 01:05:09
19121;1;2;18;Operative;2020-03-09 01:05:09
19123;12;7;14;Operative;2020-03-09 01:05:09
19124;0;1;30;Operative;2020-03-09 01:05:09
19125;9;2;19;Operative;2020-03-09 01:05:09
19127;2;2;11;Operative;2020-03-09 01:05:09
35001;10;9;1;Operative;2020-03-09 01:05:09
35003;10;8;7;Operative;2020-03-09 01:05:09
35002;6;7;17;Operative;2020-03-09 01:05:09
35005;2;8;17;Operative;2020-03-09 01:05:09
35004;1;0;59;Operative;2020-03-09 01:05:09
35007;5;3;13;Operative;2020-03-09 01:05:09
35006;2;3;18;Operative;2020-03-09 01:05:09
35009;0;3;20;Operative;2020-03-09 01:05:09
35008;1;1;28;Operative;2020-03-09 01:05:09
41207;4;5;19;Operative;2020-03-09 01:05:09
22504;7;13;0;Operative;2020-03-09 01:05:09
22505;5;6;11;Operative;2020-03-09 01:05:09
22506;16;1;3;Operative;2020-03-09 01:05:09
22501;2;4;14;Operative;2020-03-09 01:05:09
22502;1;4;15;Operative;2020-03-09 01:05:09
22503;0;3;17;Operative;2020-03-09 01:05:09
19014;1;2;16;Operative;2020-03-09 01:05:09
19015;4;8;12;Operative;2020-03-09 01:05:09
19016;3;1;28;Operative;2020-03-09 01:05:09
19010;8;9;5;Operative;2020-03-09 01:05:09
19012;4;6;18;Operative;2020-03-09 01:05:09
19013;9;14;11;Operative;2020-03-09 01:05:09
19018;0;0;60;Work in progress;2020-03-09 01:05:09
19019;0;6;16;Operative;2020-03-09 01:05:09
92006;0;6;24;Operative;2020-03-09 01:05:09
92007;0;0;0;Work in progress;2020-03-09 01:05:09
92004;10;9;1;Operative;2020-03-09 01:05:09
92005;3;2;38;Operative;2020-03-09 01:05:09
92002;11;5;8;Operative;2020-03-09 01:05:09
92003;3;2;20;Operative;2020-03-09 01:05:09
92001;1;1;18;Operative;2020-03-09 01:05:09
92008;3;1;34;Operative;2020-03-09 01:05:09
1102;19;0;18;Operative;2020-03-09 01:05:09
5003;3;0;32;Operative;2020-03-09 01:05:09
5002;16;1;17;Operative;2020-03-09 01:05:09
5001;21;10;13;Operative;2020-03-09 01:05:09
5007;8;1;27;Operative;2020-03-09 01:05:09
5006;1;1;17;Operative;2020-03-09 01:05:09
5005;0;1;22;Operative;2020-03-09 01:05:09
5004;0;5;15;Operative;2020-03-09 01:05:09
21209;0;6;24;Operative;2020-03-09 01:05:09
21203;2;7;19;Operative;2020-03-09 01:05:09
21207;5;7;17;Operative;2020-03-09 01:05:09
21204;3;9;19;Operative;2020-03-09 01:05:09
21205;2;5;19;Operative;2020-03-09 01:05:09
14031;2;5;15;Operative;2020-03-09 01:05:09
14030;1;2;29;Operative;2020-03-09 01:05:09
14032;11;12;9;Operative;2020-03-09 01:05:09
14035;6;2;42;Operative;2020-03-09 01:05:09
14034;14;5;4;Operative;2020-03-09 01:05:09
14036;10;2;33;Operative;2020-03-09 01:05:09
17045;6;0;40;Operative;2020-03-09 01:05:09
17044;6;1;35;Operative;2020-03-09 01:05:09
17047;1;2;23;Operative;2020-03-09 01:05:09
17046;0;7;18;Operative;2020-03-09 01:05:09
17041;0;0;38;Operative;2020-03-09 01:05:09
17040;0;2;45;Operative;2020-03-09 01:05:09
17043;4;3;33;Operative;2020-03-09 01:05:09
10029;0;2;22;Operative;2020-03-09 01:05:09
10026;2;2;55;Operative;2020-03-09 01:05:09
10027;2;4;12;Operative;2020-03-09 01:05:09
20131;2;1;30;Operative;2020-03-09 01:05:09
10025;4;2;9;Operative;2020-03-09 01:05:09
20137;0;2;23;Operative;2020-03-09 01:05:09
17048;2;1;27;Operative;2020-03-09 01:05:09
10020;4;6;1;Operative;2020-03-09 01:05:09
10021;1;2;12;Operative;2020-03-09 01:05:09
44016;10;13;3;Operative;2020-03-09 01:05:09
44017;8;6;16;Operative;2020-03-09 01:05:09
44014;4;13;8;Operative;2020-03-09 01:05:09
44012;1;1;17;Operative;2020-03-09 01:05:09
44013;0;12;18;Operative;2020-03-09 01:05:09
44010;0;0;30;Work in progress;2020-03-09 01:05:09
44011;1;3;23;Operative;2020-03-09 01:05:09
7009;6;4;52;Operative;2020-03-09 01:05:09
7008;4;0;12;Operative;2020-03-09 01:05:09
20005;4;2;13;Operative;2020-03-09 01:05:09
20004;5;2;10;Operative;2020-03-09 01:05:09
9029;1;3;35;Operative;2020-03-09 01:05:09
9028;2;3;12;Operative;2020-03-09 01:05:09
20001;10;25;1;Operative;2020-03-09 01:05:09
9025;14;3;22;Operative;2020-03-09 01:05:09
9024;4;4;45;Operative;2020-03-09 01:05:09
9027;3;2;19;Operative;2020-03-09 01:05:09
9026;2;3;11;Operative;2020-03-09 01:05:09
9021;0;1;22;Operative;2020-03-09 01:05:09
7004;2;0;16;Operative;2020-03-09 01:05:09
7007;32;5;28;Operative;2020-03-09 01:05:09
7006;13;13;6;Operative;2020-03-09 01:05:09
42027;0;0;0;Work in progress;2020-03-09 01:05:09
12009;9;6;3;Operative;2020-03-09 01:05:09
13113;2;5;23;Operative;2020-03-09 01:05:09
42029;0;0;0;Work in progress;2020-03-09 01:05:09
13110;1;4;17;Operative;2020-03-09 01:05:09
13117;3;10;27;Operative;2020-03-09 01:05:09
13116;0;5;45;Operative;2020-03-09 01:05:09
13114;11;6;6;Operative;2020-03-09 01:05:09
13118;39;10;14;Operative;2020-03-09 01:05:09
41604;0;4;27;Operative;2020-03-09 01:05:09
41605;7;4;11;Operative;2020-03-09 01:05:09
